timestamp_s,throttle,rpm,true_cht,egt,oil_temp,oil_pressure,fuel_flow
49.0,0.25,1727.5,63.68,400.5,44.21,55.79,5.295
50.0,0.25,1730.2,63.36,398.78,44.31,57.3,5.303
51.0,0.25,1730.5,63.45,399.27,44.1,56.72,5.304
52.0,0.25,1726.2,63.67,400.49,44.58,56.71,5.291
53.0,0.25,1729.3,64.09,402.74,44.64,57.57,5.3
54.0,0.25,1732.1,63.86,401.48,44.72,56.81,5.308
55.0,0.25,1734.6,64.16,403.1,44.75,56.99,5.316
56.0,0.25,1736.5,64.23,403.52,44.52,56.89,5.322
57.0,0.25,1743.5,64.2,403.33,44.63,57.19,5.343
58.0,0.25,1735.8,63.9,401.7,44.5,56.84,5.319
59.0,0.25,1733.6,63.78,401.09,44.51,57.39,5.313
60.0,0.25,1737.7,64.21,403.38,44.61,57.18,5.325
61.0,0.25,1735.7,64.49,404.88,44.89,57.36,5.319
62.0,0.25,1729.4,64.62,405.63,44.72,56.95,5.3
63.0,0.25,1732.2,65.02,407.8,44.57,56.13,5.309
64.0,0.25,1737.7,65.2,408.75,44.35,57.21,5.325
65.0,0.25,1730.5,65.18,408.64,44.39,56.32,5.304
66.0,0.25,1728.2,64.82,406.7,44.26,56.1,5.297
67.0,0.25,1726.8,64.8,406.61,44.2,56.99,5.293
68.0,0.25,1721.8,64.37,404.26,44.1,57.51,5.278
69.0,0.25,1724.5,64.07,402.65,43.99,56.84,5.286
70.0,0.25,1731.2,64.53,405.11,43.76,56.27,5.306
71.0,0.25,1731.4,65.12,408.35,43.76,57.19,5.306
72.0,0.25,1736.6,65.03,407.83,43.82,57.09,5.322
73.0,0.25,1735.7,65.13,408.4,43.95,56.99,5.319
74.0,0.25,1734.5,65.17,408.61,44.05,56.43,5.315
75.0,0.25,1736.1,65.19,408.72,44.23,57.16,5.32
76.0,0.25,1733.6,65.34,409.52,43.94,56.03,5.313
77.0,0.25,1724.0,65.72,411.6,44.04,57.23,5.284
78.0,0.25,1730.4,65.19,408.7,44.06,56.62,5.303
79.0,0.25,1739.7,65.22,408.84,44.1,57.44,5.331
80.0,0.25,1746.4,65.4,409.83,44.22,58.17,5.351
81.0,0.25,1755.8,65.13,408.36,44.38,56.88,5.379
82.0,0.25,1747.3,65.36,409.64,44.34,57.56,5.354
83.0,0.25,1745.8,65.43,409.99,44.33,57.81,5.35
84.0,0.25,1737.8,65.29,409.23,44.56,55.79,5.326
85.0,0.25,1733.9,66.17,414.02,44.64,56.84,5.314
86.0,0.25,1730.8,65.75,411.72,44.94,57.0,5.305
87.0,0.25,1735.2,65.66,411.23,44.61,57.08,5.318
88.0,0.25,1733.8,65.51,410.43,44.74,55.9,5.313
89.0,0.25,1728.4,65.49,410.36,44.58,57.08,5.297
90.0,0.25,1726.7,64.65,405.8,44.56,56.91,5.292
91.0,0.25,1721.5,64.87,406.95,44.16,56.5,5.277
92.0,0.25,1719.1,64.67,405.9,44.23,57.23,5.269
93.0,0.25,1728.0,64.52,405.1,43.88,56.25,5.296
94.0,0.25,1727.1,64.69,405.99,44.03,56.88,5.293
95.0,0.25,1726.7,64.35,404.17,43.78,56.92,5.292
96.0,0.25,1733.6,64.56,405.27,43.49,56.28,5.313
97.0,0.25,1735.0,64.9,407.12,43.44,56.91,5.317
98.0,0.25,1732.3,65.06,407.98,43.41,56.59,5.309
99.0,0.25,1723.8,65.13,408.39,43.46,56.05,5.283
100.0,0.25,1724.9,64.84,406.81,44.07,56.47,5.287
101.0,0.25,1721.9,64.9,407.13,44.07,56.81,5.278
102.0,0.25,1726.2,64.9,407.11,44.36,56.87,5.291
103.0,0.25,1725.7,65.11,408.25,44.66,56.63,5.289
104.0,0.25,1728.6,65.28,409.19,44.81,56.88,5.298
105.0,0.25,1726.4,65.09,408.15,44.89,57.14,5.291
106.0,0.25,1723.9,65.4,409.84,44.81,56.51,5.284
107.0,0.25,1726.5,65.59,410.85,44.68,56.66,5.292
108.0,0.25,1726.3,65.21,408.83,45.11,56.89,5.291
109.0,0.25,1723.4,64.9,407.13,45.03,57.13,5.282
110.0,0.25,1729.7,65.1,408.21,44.81,55.99,5.301
111.0,0.25,1734.5,65.45,410.09,44.72,56.42,5.316
112.0,0.25,1733.7,65.53,410.57,44.82,57.08,5.313
113.0,0.25,1731.3,65.93,412.69,45.05,57.04,5.306
114.0,0.25,1727.7,65.88,412.43,45.04,56.68,5.295
115.0,0.25,1729.3,65.85,412.26,44.95,56.09,5.3
116.0,0.25,1729.7,65.83,412.18,45.01,56.21,5.301
117.0,0.25,1737.0,66.04,413.29,44.84,56.88,5.323
118.0,0.25,1738.7,66.14,413.83,45.12,56.78,5.328
119.0,0.25,1730.3,66.21,414.21,45.1,57.66,5.303
120.0,0.95,1974.5,68.28,425.43,45.61,61.3,22.621
121.0,0.95,2148.1,70.19,435.81,46.32,64.46,24.601
122.0,0.95,2260.1,71.84,444.73,46.74,66.67,25.877
123.0,0.95,2347.7,72.98,450.93,47.51,68.51,26.876
124.0,0.95,2398.6,74.64,459.95,47.9,69.82,27.456
125.0,0.95,2430.2,76.37,469.3,48.2,69.53,27.817
126.0,0.95,2462.7,78.05,478.4,48.47,70.44,28.187
127.0,0.95,2482.9,79.7,487.34,48.86,70.69,28.417
128.0,0.95,2500.5,81.64,497.84,49.59,71.13,28.618
129.0,0.95,2508.6,83.69,508.96,49.87,71.25,28.711
130.0,0.95,2508.5,85.02,516.16,50.12,71.21,28.709
131.0,0.95,2510.8,86.62,524.86,50.44,70.82,28.735
132.0,0.95,2513.9,88.08,532.77,50.87,71.85,28.771
133.0,0.95,2518.3,89.44,540.12,51.38,71.6,28.82
134.0,0.95,2519.1,90.61,546.47,51.93,71.12,28.83
135.0,0.95,2521.1,92.11,554.63,52.03,71.32,28.853
136.0,0.95,2527.6,92.68,557.69,52.62,71.27,28.926
137.0,0.95,2533.3,93.9,564.31,53.13,71.81,28.991
138.0,0.95,2524.8,94.92,569.83,53.53,71.98,28.895
139.0,0.95,2527.9,96.34,577.52,53.99,71.79,28.93
140.0,0.95,2523.9,97.4,583.27,54.36,71.39,28.884
141.0,0.95,2531.0,97.59,584.29,55.08,72.14,28.966
142.0,0.95,2527.8,98.21,587.67,55.1,71.85,28.929
143.0,0.95,2521.9,99.53,594.84,55.21,72.21,28.861
144.0,0.95,2524.3,101.24,604.1,55.35,71.93,28.889
145.0,0.95,2525.3,102.88,612.97,55.59,70.66,28.901
146.0,0.95,2528.0,104.05,619.31,55.92,72.54,28.931
147.0,0.95,2527.8,105.29,626.03,56.11,71.55,28.929
148.0,0.95,2528.3,106.45,632.33,56.85,71.19,28.935
149.0,0.95,2525.4,107.45,637.75,57.26,71.32,28.902
150.0,0.95,2526.6,108.24,642.04,57.53,71.35,28.915
151.0,0.95,2522.7,108.97,645.99,57.86,71.66,28.871
152.0,0.95,2517.6,109.71,649.99,58.2,71.71,28.813
153.0,0.95,2516.3,110.29,653.15,58.69,70.53,28.798
154.0,0.95,2512.2,110.64,655.07,58.72,72.1,28.751
155.0,0.95,2517.0,111.11,657.58,59.11,71.14,28.806
156.0,0.95,2516.4,111.71,660.84,59.25,71.96,28.799
157.0,0.95,2517.3,111.95,662.14,59.58,70.88,28.809
158.0,0.95,2517.8,112.6,665.67,59.88,70.85,28.815
159.0,0.95,2523.1,113.73,671.77,59.95,71.45,28.875
160.0,0.95,2517.7,115.15,679.46,60.33,71.8,28.814
161.0,0.95,2521.2,115.78,682.88,60.46,71.21,28.853
162.0,0.95,2523.1,116.37,686.1,60.84,71.78,28.875
163.0,0.95,2521.4,117.67,693.13,61.44,71.06,28.856
164.0,0.95,2525.4,118.45,697.39,61.47,71.28,28.902
165.0,0.95,2520.8,118.61,698.25,61.57,71.27,28.849
166.0,0.95,2521.9,119.15,701.18,62.03,71.19,28.862
167.0,0.95,2526.1,119.99,705.71,62.04,71.6,28.909
168.0,0.95,2520.4,120.6,709.04,62.56,72.13,28.845
169.0,0.95,2516.5,120.6,709.05,62.86,70.95,28.8
170.0,0.95,2515.4,121.04,711.39,62.96,70.95,28.787
171.0,0.95,2515.8,122.03,716.76,63.12,71.7,28.792
172.0,0.95,2516.1,122.97,721.87,63.37,71.97,28.796
173.0,0.95,2517.6,123.49,724.71,63.87,71.73,28.813
174.0,0.95,2516.1,124.05,727.72,64.19,71.83,28.796
175.0,0.95,2515.2,124.84,732.03,64.5,71.29,28.785
176.0,0.95,2513.1,125.4,735.02,64.69,71.53,28.762
177.0,0.95,2514.5,126.39,740.39,64.63,71.12,28.778
178.0,0.95,2514.8,126.73,742.26,65.33,71.61,28.78
179.0,0.95,2521.1,127.18,744.71,65.31,71.97,28.853
180.0,0.95,2524.8,127.77,747.9,65.62,71.55,28.895
181.0,0.95,2518.2,128.53,752.03,65.92,71.07,28.819
182.0,0.95,2518.7,128.83,753.65,66.35,71.65,28.825
183.0,0.95,2520.1,129.17,755.49,66.7,71.48,28.841
184.0,0.95,2525.4,129.44,756.92,66.9,71.21,28.901
185.0,0.95,2529.7,130.0,759.96,67.49,71.99,28.951
186.0,0.95,2532.3,130.25,761.33,67.74,71.91,28.98
187.0,0.95,2525.9,130.24,761.26,68.01,71.95,28.907
188.0,0.95,2519.2,131.2,766.5,68.41,71.58,28.831
189.0,0.95,2516.9,131.41,767.64,68.61,71.84,28.805
190.0,0.95,2513.5,131.76,769.51,68.92,71.16,28.766
191.0,0.95,2518.6,132.54,773.72,69.17,71.35,28.824
192.0,0.95,2522.2,133.02,776.35,69.32,71.5,28.865
193.0,0.95,2518.5,134.01,781.68,69.02,71.69,28.823
194.0,0.95,2515.6,134.36,783.61,69.18,71.21,28.789
195.0,0.95,2514.7,134.54,784.57,69.71,71.56,28.779
196.0,0.95,2520.7,134.94,786.75,69.99,71.39,28.849
197.0,0.95,2513.3,135.0,787.09,70.19,71.09,28.763
198.0,0.95,2518.8,135.31,788.76,70.28,71.99,28.826
199.0,0.95,2523.1,135.74,791.07,70.6,71.15,28.875
200.0,0.95,2526.1,135.97,792.34,70.75,71.57,28.91
201.0,0.95,2527.8,136.29,794.05,70.9,71.62,28.929
202.0,0.95,2529.4,136.36,794.44,71.01,71.85,28.947
203.0,0.95,2525.7,136.25,793.83,71.3,71.52,28.905
204.0,0.95,2521.7,136.18,793.47,71.38,71.26,28.86
205.0,0.95,2514.8,136.91,797.44,71.36,70.87,28.78
206.0,0.95,2515.0,137.51,800.66,71.29,70.7,28.783
207.0,0.95,2518.1,137.61,801.24,71.69,71.3,28.819
208.0,0.95,2520.2,138.13,804.02,71.99,71.6,28.842
209.0,0.95,2524.5,137.87,802.61,72.28,71.76,28.891
210.0,0.95,2523.3,138.26,804.75,72.42,71.4,28.877
211.0,0.95,2525.1,137.63,801.35,72.46,71.98,28.898
212.0,0.95,2528.5,137.86,802.57,72.62,71.8,28.937
213.0,0.95,2527.2,137.77,802.11,72.78,71.66,28.922
214.0,0.95,2524.8,137.8,802.25,72.64,72.1,28.895
215.0,0.95,2518.5,138.54,806.25,72.86,71.9,28.823
216.0,0.95,2516.1,139.02,808.88,72.92,71.55,28.795
217.0,0.95,2522.4,139.58,811.89,72.96,72.04,28.867
218.0,0.95,2523.5,139.79,813.02,73.18,71.6,28.88
219.0,0.95,2516.5,139.89,813.56,73.67,70.97,28.801
220.0,0.95,2519.4,140.4,816.31,73.62,71.52,28.834
221.0,0.95,2517.8,140.06,814.48,74.08,71.21,28.815
222.0,0.95,2523.0,140.66,817.77,74.25,72.43,28.874
223.0,0.95,2520.8,141.46,822.1,74.31,71.68,28.849
224.0,0.95,2521.4,141.89,824.43,74.47,71.47,28.856
225.0,0.95,2527.6,141.8,823.93,74.59,71.49,28.927
226.0,0.95,2529.5,142.07,825.41,74.44,71.03,28.948
227.0,0.95,2528.9,142.54,827.93,74.47,71.8,28.942
228.0,0.95,2533.5,142.7,828.81,74.49,72.69,28.994
229.0,0.95,2535.3,143.05,830.71,74.55,71.65,29.014
230.0,0.95,2528.4,142.86,829.65,74.97,71.31,28.936
231.0,0.95,2526.5,142.98,830.33,75.18,71.83,28.915
232.0,0.95,2527.0,143.26,831.84,75.77,71.94,28.92
233.0,0.95,2530.8,142.62,828.35,75.95,71.8,28.963
234.0,0.95,2527.5,142.97,830.25,75.96,71.33,28.926
235.0,0.95,2520.2,143.54,833.38,76.15,71.53,28.842
236.0,0.95,2523.6,143.29,832.02,76.04,71.46,28.881
237.0,0.95,2522.6,143.87,835.13,76.33,71.04,28.87
238.0,0.95,2528.8,144.03,836.03,76.69,72.14,28.941
239.0,0.95,2518.0,144.38,837.9,76.62,71.61,28.817
240.0,0.95,2528.2,144.57,838.94,76.62,71.4,28.933
241.0,0.95,2524.0,144.57,838.96,76.67,71.91,28.886
242.0,0.95,2515.6,144.37,837.84,77.13,70.83,28.79
243.0,0.95,2518.4,144.62,839.23,77.47,71.3,28.822
244.0,0.95,2523.9,144.33,837.64,77.68,71.57,28.885
245.0,0.95,2522.8,144.62,839.22,78.38,71.18,28.872
246.0,0.95,2527.0,144.77,840.01,78.34,70.94,28.92
247.0,0.95,2523.8,145.22,842.47,78.67,72.08,28.884
248.0,0.95,2528.7,144.92,840.86,78.72,72.08,28.939
249.0,0.95,2525.9,144.84,840.41,79.08,71.81,28.907
250.0,0.95,2526.8,145.17,842.17,78.89,72.12,28.917
251.0,0.95,2532.6,145.16,842.13,79.01,71.59,28.983
252.0,0.95,2531.6,145.58,844.42,79.2,72.02,28.973
253.0,0.95,2527.4,145.57,844.37,79.58,71.58,28.925
254.0,0.95,2523.6,145.49,843.95,79.52,71.49,28.881
255.0,0.95,2525.4,145.27,842.73,80.02,71.88,28.902
256.0,0.95,2520.5,144.97,841.11,80.12,71.23,28.846
257.0,0.95,2520.7,144.47,838.4,80.27,72.6,28.848
258.0,0.95,2519.6,144.51,838.62,80.25,71.67,28.836
259.0,0.95,2513.9,144.41,838.06,80.56,71.97,28.771
260.0,0.95,2518.3,144.61,839.17,80.66,71.4,28.821
261.0,0.95,2524.2,143.98,835.73,80.68,71.33,28.888
262.0,0.95,2522.8,144.4,838.02,81.04,71.94,28.872
263.0,0.95,2517.1,144.61,839.16,81.12,72.33,28.807
264.0,0.95,2520.9,144.66,839.45,81.27,72.03,28.851
265.0,0.95,2513.8,144.62,839.23,81.7,71.73,28.769
266.0,0.95,2514.3,144.44,838.22,81.39,71.5,28.775
267.0,0.95,2516.9,145.23,842.51,81.83,71.59,28.805
268.0,0.95,2516.8,145.26,842.7,81.91,71.6,28.803
269.0,0.95,2512.4,145.36,843.21,82.0,71.95,28.753
270.0,0.95,2517.6,145.96,846.49,82.25,71.2,28.812
271.0,0.95,2519.7,146.12,847.32,82.17,71.37,28.837
272.0,0.95,2520.1,146.24,847.97,82.32,71.73,28.842
273.0,0.95,2526.0,146.08,847.13,82.45,71.97,28.909
274.0,0.95,2523.8,146.96,851.91,82.85,71.46,28.883
275.0,0.95,2525.8,146.7,850.5,83.12,71.92,28.906
276.0,0.95,2517.0,146.91,851.63,83.3,71.54,28.806
277.0,0.95,2521.1,147.05,852.38,83.27,71.91,28.852
278.0,0.95,2518.2,147.17,853.05,83.6,71.42,28.82
279.0,0.95,2522.9,147.21,853.26,83.6,71.53,28.873
280.0,0.95,2518.8,147.23,853.38,83.46,71.71,28.826
281.0,0.95,2523.9,146.5,849.41,83.25,71.12,28.884
282.0,0.95,2523.4,146.3,848.34,83.26,71.76,28.878
283.0,0.95,2527.2,146.54,849.62,83.48,71.66,28.922
284.0,0.95,2531.7,146.55,849.69,83.74,71.59,28.974
285.0,0.95,2530.8,146.58,849.86,83.86,71.6,28.963
286.0,0.95,2524.4,146.54,849.63,83.83,71.36,28.891
287.0,0.95,2525.9,146.8,851.04,84.15,71.33,28.908
288.0,0.95,2521.6,146.68,850.38,84.03,71.87,28.859
289.0,0.95,2523.5,146.4,848.87,84.12,72.3,28.88
290.0,0.95,2520.3,146.42,848.99,84.22,71.44,28.843
291.0,0.95,2517.0,145.97,846.51,84.1,71.4,28.806
292.0,0.95,2515.6,145.93,846.33,83.76,71.4,28.79
293.0,0.95,2519.6,145.75,845.34,83.66,71.77,28.836
294.0,0.95,2520.4,145.92,846.27,83.93,72.04,28.845
295.0,0.95,2523.7,146.24,847.99,84.03,72.3,28.882
296.0,0.95,2521.6,146.23,847.93,84.15,71.32,28.858
297.0,0.95,2527.6,146.11,847.31,84.18,71.29,28.927
298.0,0.95,2520.4,146.35,848.58,84.47,72.12,28.845
299.0,0.95,2521.0,146.15,847.48,84.37,71.53,28.851
300.0,0.95,2517.3,146.41,848.9,84.29,70.93,28.809
301.0,0.95,2520.3,146.38,848.73,84.18,71.55,28.843
302.0,0.95,2527.0,145.99,846.65,83.98,72.27,28.919
303.0,0.95,2526.6,145.93,846.33,84.18,71.62,28.915
304.0,0.95,2529.4,145.9,846.13,84.34,71.2,28.948
305.0,0.95,2529.6,146.24,847.99,84.5,71.05,28.95
306.0,0.95,2528.3,146.65,850.24,84.57,71.85,28.935
307.0,0.95,2530.6,146.36,848.63,84.64,71.23,28.961
308.0,0.95,2529.0,146.33,848.5,84.3,71.83,28.943
309.0,0.95,2527.3,146.5,849.42,84.27,71.6,28.924
310.0,0.95,2525.1,146.38,848.75,84.43,71.98,28.898
311.0,0.95,2526.9,146.59,849.88,84.26,71.72,28.919
312.0,0.95,2520.4,146.57,849.79,84.74,71.2,28.845
313.0,0.95,2525.5,146.85,851.3,84.96,71.84,28.903
314.0,0.95,2516.2,146.55,849.66,85.23,70.94,28.797
315.0,0.95,2518.1,146.15,847.53,85.32,70.75,28.818
316.0,0.95,2522.2,146.48,849.31,85.26,71.85,28.865
317.0,0.95,2519.9,146.79,850.99,85.24,71.58,28.839
318.0,0.95,2522.1,146.97,851.97,85.14,71.48,28.865
319.0,0.95,2519.8,146.87,851.42,85.1,71.74,28.838
320.0,0.95,2518.9,146.88,851.48,85.0,72.42,28.827
321.0,0.95,2524.9,146.76,850.79,84.95,71.49,28.896
322.0,0.95,2526.9,146.97,851.96,84.97,71.93,28.919
323.0,0.95,2523.4,146.81,851.08,85.36,72.23,28.878
324.0,0.95,2519.9,146.81,851.1,85.21,71.92,28.839
325.0,0.95,2523.7,146.56,849.74,85.51,71.59,28.882
326.0,0.95,2520.3,146.89,851.52,85.78,70.96,28.843
327.0,0.95,2522.9,146.92,851.67,85.7,71.93,28.873
328.0,0.95,2523.4,146.66,850.27,85.85,71.92,28.878
329.0,0.95,2520.9,146.89,851.53,86.1,71.53,28.85
330.0,0.95,2524.5,146.43,849.02,86.27,71.37,28.891
331.0,0.95,2532.7,146.74,850.68,85.96,71.65,28.985
332.0,0.95,2521.6,146.64,850.18,86.07,72.07,28.859
333.0,0.95,2519.0,146.34,848.52,85.95,71.61,28.828
334.0,0.95,2518.6,146.9,851.57,85.82,71.39,28.824
335.0,0.95,2517.4,146.92,851.7,85.93,71.76,28.811
336.0,0.95,2524.5,147.23,853.36,85.69,71.89,28.892
337.0,0.95,2523.5,147.02,852.21,85.38,71.67,28.88
338.0,0.95,2525.3,147.06,852.46,85.32,71.96,28.9
339.0,0.95,2526.4,147.01,852.16,85.18,71.7,28.913
340.0,0.95,2530.6,147.01,852.17,85.03,71.54,28.961
341.0,0.95,2523.4,147.14,852.85,84.88,71.9,28.879
342.0,0.95,2522.0,147.03,852.25,84.97,72.06,28.863
343.0,0.95,2517.7,146.8,851.04,84.53,71.39,28.814
344.0,0.95,2510.5,147.01,852.19,84.38,71.65,28.732
345.0,0.95,2506.6,147.36,854.07,84.07,71.52,28.687
346.0,0.95,2508.5,147.2,853.22,83.97,71.52,28.709
347.0,0.95,2510.7,147.2,853.18,84.15,71.11,28.734
348.0,0.95,2520.6,147.07,852.5,84.32,71.95,28.847
349.0,0.95,2522.3,146.72,850.62,84.58,71.62,28.866
350.0,0.95,2521.9,146.6,849.95,84.82,71.27,28.862
351.0,0.95,2517.8,146.65,850.2,84.85,71.14,28.815
352.0,0.95,2514.7,147.03,852.28,84.6,71.36,28.78
353.0,0.95,2519.6,146.71,850.52,84.74,71.29,28.835
354.0,0.95,2527.6,145.84,845.84,84.72,71.36,28.927
355.0,0.95,2522.4,145.91,846.22,84.72,71.5,28.868
356.0,0.95,2522.7,145.53,844.15,84.95,71.36,28.871
357.0,0.95,2523.2,145.04,841.47,84.69,71.45,28.877
358.0,0.95,2520.6,145.04,841.51,84.58,71.36,28.847
359.0,0.95,2527.7,145.18,842.28,84.55,71.38,28.928
360.0,0.95,2534.6,145.53,844.14,84.95,72.11,29.006
361.0,0.95,2536.5,145.41,843.49,84.75,71.44,29.029
362.0,0.95,2539.0,145.11,841.89,84.77,71.84,29.057
363.0,0.95,2537.1,145.1,841.81,84.63,71.96,29.035
364.0,0.95,2526.7,145.36,843.2,84.99,71.86,28.916
365.0,0.95,2524.0,145.04,841.51,85.08,72.34,28.886
366.0,0.95,2522.9,145.16,842.17,85.16,71.76,28.874
367.0,0.95,2523.3,145.58,844.44,84.98,71.69,28.878
368.0,0.95,2528.4,145.94,846.35,85.07,72.41,28.936
369.0,0.95,2524.9,146.33,848.48,85.01,72.49,28.895
370.0,0.95,2534.9,146.44,849.09,84.97,71.4,29.01
371.0,0.95,2531.1,146.49,849.36,84.74,71.47,28.967
372.0,0.95,2530.6,146.49,849.34,84.48,72.49,28.96
373.0,0.95,2535.8,146.7,850.49,84.83,71.59,29.02
374.0,0.95,2535.6,146.91,851.64,84.58,71.95,29.018
375.0,0.95,2529.1,146.53,849.56,84.41,71.82,28.944
376.0,0.95,2526.6,146.04,846.93,84.27,71.77,28.916
377.0,0.95,2525.8,146.13,847.42,84.36,71.99,28.906
378.0,0.95,2516.3,146.28,848.22,84.62,71.06,28.798
379.0,0.95,2518.3,146.05,846.99,84.55,71.22,28.82
380.0,0.95,2518.1,146.19,847.72,84.59,71.59,28.818
381.0,0.95,2519.1,145.79,845.58,85.11,72.11,28.83
382.0,0.95,2521.9,145.77,845.44,85.16,71.55,28.862
383.0,0.95,2529.2,145.84,845.81,85.4,71.24,28.945
384.0,0.95,2534.1,146.06,847.04,85.53,72.01,29.001
385.0,0.95,2533.0,145.72,845.2,85.68,72.01,28.989
386.0,0.95,2526.9,145.45,843.72,85.7,71.68,28.918
387.0,0.95,2523.7,146.11,847.29,85.64,72.13,28.882
388.0,0.95,2527.1,146.07,847.05,85.54,72.09,28.921
389.0,0.95,2523.6,146.13,847.38,85.29,71.89,28.881
390.0,0.95,2522.0,146.57,849.8,85.32,71.15,28.863
391.0,0.95,2516.4,146.98,851.98,85.32,71.47,28.799
392.0,0.95,2523.0,146.24,848.0,85.33,72.35,28.874
393.0,0.95,2524.1,146.09,847.21,85.04,71.82,28.886
394.0,0.95,2528.0,146.44,849.1,84.97,71.4,28.932
395.0,0.95,2529.9,146.25,848.03,85.23,71.47,28.953
396.0,0.95,2530.0,146.16,847.58,85.09,72.34,28.954
397.0,0.95,2530.2,145.73,845.25,85.02,71.82,28.956
398.0,0.95,2532.3,145.96,846.47,84.87,72.0,28.98
399.0,0.95,2523.3,146.0,846.69,84.58,71.81,28.878
400.0,0.95,2520.0,146.26,848.1,84.47,71.11,28.84
401.0,0.95,2522.4,146.12,847.32,84.54,71.09,28.867
402.0,0.95,2534.6,146.33,848.51,84.8,71.69,29.006
403.0,0.95,2529.8,146.66,850.25,84.41,72.09,28.952
404.0,0.95,2528.9,147.26,853.54,84.46,72.11,28.941
405.0,0.95,2523.8,147.35,854.0,84.59,70.93,28.883
406.0,0.95,2525.4,147.42,854.38,84.64,72.33,28.901
407.0,0.95,2524.7,147.48,854.72,84.97,72.2,28.894
408.0,0.95,2524.0,147.4,854.27,85.33,71.62,28.886
409.0,0.95,2528.6,147.41,854.35,85.34,72.19,28.938
410.0,0.95,2532.1,147.6,855.37,85.42,71.34,28.977
411.0,0.95,2530.1,147.15,852.94,85.22,71.37,28.955
412.0,0.95,2520.4,146.97,851.97,85.27,71.91,28.844
413.0,0.95,2527.4,146.65,850.23,85.38,72.0,28.925
414.0,0.95,2530.7,146.84,851.24,85.19,71.22,28.962
415.0,0.95,2527.0,147.11,852.69,85.18,71.89,28.92
416.0,0.95,2527.6,147.57,855.18,85.32,71.35,28.927
417.0,0.95,2531.9,147.44,854.49,85.67,70.85,28.975
418.0,0.95,2524.2,147.12,852.74,86.11,71.74,28.888
419.0,0.95,2520.5,146.75,850.76,86.28,71.25,28.846
420.0,0.65,2404.8,146.4,848.85,86.3,69.31,18.87
