timestamp_s,throttle,rpm,true_cht,egt,oil_temp,oil_pressure,fuel_flow
191.0,0.95,2521.7,133.33,776.44,70.22,71.82,28.693
192.0,0.95,2519.1,133.78,778.88,70.78,71.51,28.663
193.0,0.95,2523.5,133.73,778.63,71.03,71.29,28.713
194.0,0.95,2520.4,134.39,782.18,71.01,71.19,28.678
195.0,0.95,2521.2,135.06,785.83,71.03,71.93,28.687
196.0,0.95,2524.7,134.88,784.83,71.5,71.86,28.727
197.0,0.95,2524.6,135.39,787.63,71.68,71.9,28.726
198.0,0.95,2522.6,136.94,795.99,72.03,71.92,28.703
199.0,0.95,2523.1,137.18,797.3,72.03,72.4,28.709
200.0,0.95,2514.8,137.78,800.55,72.13,71.99,28.614
201.0,0.95,2516.4,138.04,801.99,71.99,71.87,28.632
202.0,0.95,2522.9,137.79,800.61,72.45,71.25,28.706
203.0,0.95,2530.1,138.35,803.67,72.36,71.31,28.788
204.0,0.95,2530.8,138.83,806.24,72.67,72.19,28.797
205.0,0.95,2529.1,139.0,807.15,72.68,71.71,28.778
206.0,0.95,2528.0,139.12,807.81,72.88,72.67,28.765
207.0,0.95,2523.6,138.74,805.78,73.1,71.36,28.714
208.0,0.95,2527.4,139.43,809.49,73.18,71.93,28.758
209.0,0.95,2529.8,140.26,814.01,73.26,72.54,28.785
210.0,0.95,2525.7,140.3,814.24,73.33,71.51,28.738
211.0,0.95,2518.8,140.58,815.74,73.68,71.64,28.66
212.0,0.95,2522.0,140.1,813.15,74.13,71.35,28.696
213.0,0.95,2527.5,140.15,813.38,73.87,71.86,28.759
214.0,0.95,2524.5,140.46,815.1,74.0,71.58,28.724
215.0,0.95,2525.2,140.43,814.9,74.03,71.74,28.733
216.0,0.95,2526.3,140.4,814.74,74.28,71.3,28.746
217.0,0.95,2529.4,140.35,814.51,74.54,72.09,28.781
218.0,0.95,2529.6,140.54,815.53,74.74,71.76,28.783
219.0,0.95,2524.0,141.34,819.83,75.15,71.51,28.719
220.0,0.95,2527.2,141.77,822.18,75.15,71.45,28.756
221.0,0.95,2524.9,141.76,822.11,75.25,72.02,28.729
222.0,0.95,2524.6,142.04,823.67,75.81,71.77,28.725
223.0,0.95,2527.8,142.7,827.22,75.75,71.76,28.762
224.0,0.95,2519.1,142.71,827.27,76.24,71.92,28.663
225.0,0.95,2523.9,142.72,827.35,76.58,71.76,28.718
226.0,0.95,2519.5,143.1,829.4,76.52,71.15,28.668
227.0,0.95,2518.4,143.19,829.87,76.59,71.12,28.655
228.0,0.95,2524.8,143.45,831.29,76.77,71.69,28.729
229.0,0.95,2529.2,143.55,831.84,76.91,71.68,28.779
230.0,0.95,2524.2,143.57,831.95,77.27,71.39,28.721
231.0,0.95,2519.8,144.55,837.28,77.37,72.11,28.672
232.0,0.95,2514.9,144.34,836.12,77.29,71.86,28.615
233.0,0.95,2514.2,144.28,835.78,77.52,71.84,28.607
234.0,0.95,2523.5,144.52,837.09,77.33,71.96,28.713
235.0,0.95,2524.2,144.83,838.78,76.91,71.86,28.722
236.0,0.95,2520.0,144.85,838.89,77.04,71.8,28.674
237.0,0.95,2520.6,144.81,838.65,77.0,72.0,28.68
238.0,0.95,2516.2,144.86,838.91,77.24,71.0,28.63
239.0,0.95,2518.1,144.8,838.61,77.25,71.13,28.652
240.0,0.95,2522.6,145.01,839.74,77.19,71.16,28.703
241.0,0.95,2517.2,144.67,837.89,77.06,70.88,28.642
242.0,0.95,2522.7,144.62,837.63,77.22,71.4,28.704
243.0,0.95,2529.3,144.81,838.67,77.44,72.42,28.779
244.0,0.95,2531.2,145.05,839.99,77.38,70.85,28.801
245.0,0.95,2526.6,145.08,840.15,77.3,71.27,28.748
246.0,0.95,2529.4,145.36,841.65,77.51,71.95,28.78
247.0,0.95,2523.6,144.68,837.98,77.74,71.47,28.715
248.0,0.95,2519.4,144.72,838.17,77.62,71.56,28.666
249.0,0.95,2529.3,144.54,837.2,77.98,71.73,28.78
250.0,0.95,2522.4,144.77,838.47,78.14,71.74,28.701
251.0,0.95,2519.6,144.97,839.51,78.2,71.42,28.668
252.0,0.95,2519.8,145.53,842.54,78.4,71.27,28.671
253.0,0.95,2521.3,145.29,841.29,78.3,71.27,28.688
254.0,0.95,2527.3,144.79,838.55,78.58,70.97,28.756
255.0,0.95,2529.3,145.26,841.09,79.01,71.1,28.779
256.0,0.95,2532.9,145.31,841.37,78.84,72.91,28.821
257.0,0.95,2533.1,145.24,841.0,78.73,71.78,28.822
258.0,0.95,2531.2,145.52,842.49,78.84,72.77,28.802
259.0,0.95,2523.3,144.97,839.54,78.56,71.29,28.711
260.0,0.95,2523.9,144.83,838.76,78.6,71.65,28.718
261.0,0.95,2520.9,144.88,839.06,78.57,72.48,28.683
262.0,0.95,2518.8,144.9,839.16,78.82,71.64,28.66
263.0,0.95,2519.1,144.98,839.58,79.34,71.94,28.664
264.0,0.95,2528.9,145.25,841.05,79.77,71.41,28.774
265.0,0.95,2531.2,145.31,841.36,79.73,72.4,28.801
266.0,0.95,2532.9,145.12,840.35,79.53,71.71,28.821
267.0,0.95,2525.7,144.95,839.43,79.91,71.84,28.738
268.0,0.95,2525.0,145.12,840.32,79.96,71.7,28.73
269.0,0.95,2523.6,145.56,842.71,79.9,71.34,28.715
270.0,0.95,2524.8,145.53,842.55,79.73,71.91,28.728
271.0,0.95,2527.7,146.1,845.68,79.64,72.37,28.761
272.0,0.95,2525.8,146.0,845.09,79.74,71.7,28.74
273.0,0.95,2525.6,145.89,844.51,79.89,71.4,28.737
274.0,0.95,2527.6,145.92,844.67,80.1,71.31,28.76
275.0,0.95,2527.9,146.63,848.52,80.28,72.36,28.764
276.0,0.95,2529.8,146.44,847.51,80.6,72.5,28.785
277.0,0.95,2516.9,146.18,846.08,80.79,71.6,28.638
278.0,0.95,2515.0,146.5,847.82,80.75,71.14,28.617
279.0,0.95,2517.0,146.68,848.78,80.93,71.61,28.64
280.0,0.95,2515.0,146.37,847.1,81.18,70.65,28.617
281.0,0.95,2513.3,146.5,847.82,80.93,71.79,28.597
282.0,0.95,2506.2,146.77,849.3,81.15,71.76,28.516
283.0,0.95,2514.3,146.77,849.3,81.27,70.78,28.608
284.0,0.95,2515.8,146.93,850.15,81.23,71.1,28.626
285.0,0.95,2514.5,146.99,850.47,81.23,71.27,28.611
286.0,0.95,2524.2,146.92,850.1,81.3,71.7,28.721
287.0,0.95,2522.1,146.71,848.96,81.44,71.41,28.697
288.0,0.95,2526.0,146.81,849.51,81.64,71.94,28.742
289.0,0.95,2526.1,146.85,849.7,81.57,71.2,28.743
290.0,0.95,2527.8,146.64,848.58,81.87,72.02,28.762
291.0,0.95,2518.2,146.8,849.44,82.05,71.23,28.653
292.0,0.95,2519.2,146.64,848.59,82.11,71.02,28.664
293.0,0.95,2518.8,146.72,848.99,82.21,71.28,28.659
294.0,0.95,2523.0,147.28,852.03,82.05,71.88,28.708
295.0,0.95,2534.3,146.98,850.42,82.31,71.48,28.836
296.0,0.95,2537.0,146.92,850.1,82.62,72.69,28.867
297.0,0.95,2538.0,147.02,850.65,82.46,71.82,28.878
298.0,0.95,2527.5,146.9,850.0,82.65,71.48,28.759
299.0,0.95,2527.1,147.11,851.12,82.96,71.74,28.755
300.0,0.95,2525.0,146.88,849.86,82.79,71.37,28.731
301.0,0.95,2518.9,146.36,847.09,82.73,71.77,28.661
302.0,0.95,2521.6,146.04,845.32,82.88,71.88,28.692
303.0,0.95,2526.2,145.9,844.58,83.13,71.77,28.744
304.0,0.95,2526.7,146.34,846.95,82.72,71.37,28.75
305.0,0.95,2529.4,146.5,847.81,82.73,71.33,28.78
306.0,0.95,2532.9,145.99,845.04,82.7,71.17,28.821
307.0,0.95,2528.5,145.64,843.15,82.51,71.2,28.77
308.0,0.95,2534.7,145.7,843.46,82.69,72.14,28.842
309.0,0.95,2527.8,145.97,844.96,82.68,71.7,28.762
310.0,0.95,2525.6,145.7,843.46,82.16,71.28,28.737
311.0,0.95,2524.7,145.82,844.13,82.26,71.78,28.727
312.0,0.95,2522.6,145.65,843.24,82.48,72.5,28.703
313.0,0.95,2516.9,145.67,843.34,82.45,71.91,28.638
314.0,0.95,2523.2,145.66,843.28,82.38,71.66,28.71
315.0,0.95,2530.7,146.19,846.12,82.27,71.29,28.795
316.0,0.95,2530.5,145.98,845.02,82.34,71.7,28.793
317.0,0.95,2528.7,145.86,844.33,82.19,72.77,28.773
318.0,0.95,2525.6,146.26,846.53,82.39,72.56,28.738
319.0,0.95,2526.8,146.17,846.06,82.44,72.25,28.751
320.0,0.95,2528.1,146.46,847.58,82.42,71.87,28.766
321.0,0.95,2525.9,146.11,845.71,82.25,71.53,28.741
322.0,0.95,2522.8,145.79,843.98,82.19,71.82,28.705
323.0,0.95,2512.8,145.92,844.69,81.68,70.99,28.591
324.0,0.95,2516.0,145.94,844.77,81.81,71.84,28.628
325.0,0.95,2524.0,145.55,842.69,82.0,71.38,28.719
326.0,0.95,2524.1,145.57,842.8,81.93,72.0,28.72
327.0,0.95,2517.7,146.01,845.17,82.36,71.06,28.648
328.0,0.95,2516.2,146.24,846.41,82.43,71.17,28.631
329.0,0.95,2512.1,146.51,847.85,82.55,71.45,28.584
330.0,0.95,2507.4,146.27,846.56,82.39,71.68,28.53
331.0,0.95,2518.5,146.38,847.14,82.28,71.42,28.656
332.0,0.95,2520.7,146.59,848.3,82.29,70.65,28.682
333.0,0.95,2523.5,146.37,847.12,82.68,70.79,28.713
334.0,0.95,2514.6,146.51,847.87,82.66,70.14,28.612
335.0,0.95,2519.6,146.15,845.92,82.61,71.95,28.669
336.0,0.95,2523.6,146.24,846.42,82.7,72.37,28.715
337.0,0.95,2528.6,146.13,845.81,82.94,72.16,28.771
338.0,0.95,2522.8,146.73,849.07,82.98,71.92,28.705
339.0,0.95,2517.9,146.59,848.32,82.86,72.08,28.649
340.0,0.95,2524.8,146.59,848.33,82.91,72.23,28.728
341.0,0.95,2526.9,146.33,846.9,82.85,71.87,28.753
342.0,0.95,2524.7,146.75,849.16,82.88,72.14,28.727
343.0,0.95,2527.3,146.34,846.93,83.04,71.98,28.757
344.0,0.95,2533.2,146.19,846.16,83.1,72.25,28.824
345.0,0.95,2531.4,145.67,843.32,83.29,71.12,28.803
346.0,0.95,2531.0,145.31,841.37,83.43,71.83,28.799
347.0,0.95,2532.4,145.56,842.7,83.42,72.05,28.815
348.0,0.95,2532.6,145.73,843.66,83.36,70.98,28.817
349.0,0.95,2529.2,146.01,845.17,83.62,71.22,28.778
350.0,0.95,2527.8,146.27,846.59,83.97,71.67,28.762
351.0,0.95,2518.9,146.39,847.23,83.82,71.54,28.661
352.0,0.95,2515.1,146.43,847.43,83.83,71.02,28.617
353.0,0.95,2528.1,145.68,843.4,83.88,71.54,28.766
354.0,0.95,2524.2,145.7,843.51,83.54,71.77,28.722
355.0,0.95,2517.1,145.49,842.35,83.57,71.73,28.641
356.0,0.95,2524.5,145.68,843.39,83.6,72.2,28.725
357.0,0.95,2531.4,145.9,844.58,83.86,71.21,28.803
358.0,0.95,2523.7,145.8,844.01,84.04,72.14,28.715
359.0,0.95,2523.8,145.58,842.81,84.32,71.42,28.716
360.0,0.95,2522.8,145.92,844.66,84.4,70.79,28.705
361.0,0.95,2521.8,145.91,844.62,84.68,71.93,28.694
362.0,0.95,2519.0,145.7,843.47,84.42,71.64,28.661
363.0,0.95,2517.0,146.0,845.1,84.5,71.84,28.64
364.0,0.95,2517.1,146.15,845.91,84.44,71.03,28.64
365.0,0.95,2521.3,146.55,848.12,84.17,71.27,28.688
366.0,0.95,2521.2,146.41,847.31,84.29,71.4,28.687
367.0,0.95,2522.9,146.53,848.0,84.24,71.95,28.706
368.0,0.95,2523.7,146.68,848.8,84.24,71.01,28.715
369.0,0.95,2522.8,146.88,849.89,84.05,71.87,28.706
370.0,0.95,2520.4,146.28,846.61,83.81,71.45,28.678
371.0,0.95,2518.0,145.92,844.7,84.28,71.61,28.65
372.0,0.95,2518.2,146.23,846.36,84.34,71.77,28.653
373.0,0.95,2519.8,146.67,848.75,84.21,71.19,28.671
374.0,0.95,2515.2,146.65,848.63,83.9,71.79,28.619
375.0,0.95,2514.7,146.64,848.56,83.83,72.07,28.613
376.0,0.95,2521.3,147.05,850.8,83.78,71.74,28.689
377.0,0.95,2518.8,147.02,850.65,83.54,71.91,28.659
378.0,0.95,2520.7,147.15,851.33,83.58,71.38,28.682
379.0,0.95,2515.9,146.81,849.51,83.51,70.77,28.627
380.0,0.95,2523.3,146.52,847.95,83.67,71.98,28.711
381.0,0.95,2528.8,146.29,846.7,83.66,71.35,28.773
382.0,0.95,2528.2,146.51,847.86,83.75,71.61,28.766
383.0,0.95,2527.2,146.65,848.62,83.87,72.23,28.756
384.0,0.95,2527.9,147.23,851.78,83.91,71.76,28.764
385.0,0.95,2526.0,147.17,851.45,83.94,72.15,28.742
386.0,0.95,2522.4,146.94,850.2,84.32,72.34,28.7
387.0,0.95,2526.2,147.05,850.78,84.49,71.94,28.744
388.0,0.95,2522.4,147.37,852.52,84.86,71.67,28.701
389.0,0.95,2524.4,146.7,848.93,84.69,72.53,28.724
390.0,0.95,2529.2,147.15,851.32,84.46,71.07,28.779
391.0,0.95,2522.7,146.92,850.08,84.56,71.78,28.704
392.0,0.95,2522.3,146.77,849.28,84.58,71.42,28.7
393.0,0.95,2522.8,146.71,848.98,84.42,72.33,28.705
394.0,0.95,2514.4,146.57,848.2,84.22,71.34,28.609
395.0,0.95,2515.2,146.38,847.2,84.38,71.61,28.619
396.0,0.95,2518.1,146.09,845.6,84.49,72.18,28.652
397.0,0.95,2514.6,146.44,847.52,84.22,71.53,28.612
398.0,0.95,2521.4,146.49,847.78,84.55,71.59,28.689
399.0,0.95,2528.7,146.58,848.27,84.81,71.5,28.773
400.0,0.95,2533.0,146.61,848.41,84.92,71.36,28.822
401.0,0.95,2538.4,146.28,846.63,84.8,71.27,28.883
402.0,0.95,2532.6,146.68,848.79,84.41,71.99,28.817
403.0,0.95,2534.5,146.71,848.97,84.72,71.11,28.839
404.0,0.95,2532.4,146.69,848.84,85.08,71.28,28.815
405.0,0.95,2524.7,146.41,847.34,84.98,71.66,28.727
406.0,0.95,2520.5,146.55,848.07,85.18,71.5,28.68
407.0,0.95,2519.9,146.69,848.84,85.3,71.83,28.672
408.0,0.95,2513.9,146.16,845.99,85.5,71.15,28.604
409.0,0.95,2516.8,146.52,847.94,85.58,72.42,28.637
410.0,0.95,2519.0,146.76,849.23,85.65,71.55,28.662
411.0,0.95,2532.0,147.1,851.08,85.62,71.87,28.81
412.0,0.95,2530.5,147.2,851.6,85.54,72.24,28.794
413.0,0.95,2533.9,146.87,849.82,85.27,71.73,28.832
414.0,0.95,2532.9,146.9,850.0,84.84,71.85,28.82
415.0,0.95,2527.2,147.09,851.0,85.13,71.82,28.756
416.0,0.95,2522.2,147.11,851.13,85.36,71.32,28.698
417.0,0.95,2520.3,147.23,851.76,85.62,71.35,28.677
418.0,0.95,2520.0,147.18,851.49,85.46,71.58,28.673
419.0,0.95,2525.7,147.13,851.23,85.23,71.58,28.739
420.0,0.65,2424.1,146.76,849.25,85.03,69.66,18.853
